id,room,education,nationality,occupation,cause,hometown,record
6098,19,60,1,9,02014600,310120,515
7337,38,30,1,99,03080600,340822,549
7131,31,70,1,99,05010200,511322,280
7010,23,70,1,99,06015300,350100,461
7154,33,30,1,99,05010100,320902,3
6321,0,70,1,99,06021401,430124,696
6618,19,70,1,99,05010700,310106,257
6456,13,70,1,99,03080400,360425,147
5531,18,70,1,99,06013600,522422,266
6518,17,80,1,99,05010300,469028,196
6704,4,70,1,99,03080600,511324,411
7165,40,70,1,99,03070100,341226,54
6345,8,80,1,99,03070301,445224,476
1104,0,71,1,9,05011000,410622,426
6437,7,70,1,99,05010300,360400,147
4879,14,71,1,99,06015200,340000,240
7274,31,70,1,99,03070200,431322,672
6697,14,20,1,3,03041100,310120,684
6425,3,90,1,99,04010300,340421,414
443,0,20,1,6,05010300,310115,768
7352,34,21,1,99,03080600,370785,549
7577,26,60,1,99,03070200,320903,346
4874,13,60,1,99,05010300,440000,682
5771,8,80,1,99,05010300,310120,582
7455,42,39,1,99,05010300,341521,268
6621,3,60,1,9,06013600,411528,523
7610,30,70,1,99,06015300,511123,648
6464,15,70,1,9,05010300,341226,42
1408,21,70,1,99,08000000,310120,844
7601,30,41,1,99,05010300,431024,849
7225,25,70,1,99,05010300,320305,108
7372,38,30,1,99,03080600,320902,549
7563,28,70,1,99,05010200,421182,46
6733,8,80,1,9,03070100,511600,811
7211,31,60,1,99,05010300,320305,879
7555,28,70,1,99,05010200,421123,497
7351,32,39,1,99,03080600,130981,549
5288,5,90,1,9,05010200,430481,276
5164,10,71,1,9,03041100,411500,516
6356,4,80,1,99,03070301,431128,476
6339,11,80,1,9,03070301,512000,476
2667,1,88,1,99,03070200,350321,378
6596,37,80,1,99,06070103,371081,828
6438,15,40,1,99,03080400,340122,243
7578,28,70,1,99,03070200,361027,346
7339,41,30,1,99,03080600,420900,549
5983,11,10,1,99,08010300,330682,417
6114,18,70,1,99,06013600,530428,245
6839,39,40,1,99,05010300,342626,147
7456,26,70,1,99,05010300,341521,6
4550,17,90,1,9,04010300,341225,767
6923,39,70,1,99,06013600,320800,337
6240,1,40,1,99,05010700,511000,49
7575,28,70,1,99,06015300,310120,114
6411,12,80,1,99,05010200,511921,833
7392,36,70,1,99,03080300,341400,850
7265,31,70,15,99,06021400,433130,174
7457,42,11,1,99,05010300,330382,585
7226,23,70,1,99,05010200,411623,681
6447,8,80,1,9,06080303,141025,604
7075,37,71,1,99,04010300,610526,777
5684,20,70,1,99,03060600,440300,15
6740,9,70,1,99,06015300,511526,853
7132,27,70,1,99,03070200,450800,630
6147,17,70,1,99,06012500,350628,756
6217,13,80,1,99,06070103,342422,609
7228,31,70,1,99,06010100,411722,126
6860,33,70,1,99,03080400,431025,480
6805,33,60,1,99,06070102,310112,198
7380,36,31,1,99,03080600,430481,547
6666,2,80,1,99,02014600,411381,377
7268,43,70,1,99,06070102,500241,183
7588,43,70,1,99,05010200,341623,663
6713,34,80,1,9,06015300,341521,802
7266,38,30,1,99,05010800,230703,407
2623,10,21,1,1,05010300,310115,428
6344,19,70,1,99,03070301,440500,476
7472,34,38,1,99,03080400,630122,23
665,22,80,1,9,03041100,411600,607
6292,18,80,1,99,06013600,520181,439
7573,28,30,1,99,05010300,330302,514
5957,13,70,1,99,03041100,340123,323
7394,43,80,1,99,05010200,360800,314
5967,16,89,1,9,04010300,341521,616
7459,42,60,1,99,06013600,341522,601
7395,43,70,1,99,06012500,530600,458
6169,11,30,1,99,05010300,341226,697
6478,14,80,1,99,05010300,350628,756
7328,34,30,1,99,03080600,320900,549
6758,12,80,1,99,05010300,130127,441
6702,3,30,1,99,03080600,362502,167
7460,38,70,1,99,06013600,341522,156
6784,39,41,1,99,06080303,370403,642
4948,1,79,1,9,05010300,341323,879
7458,34,90,1,99,06013600,341522,156
6832,39,70,1,99,06012400,430124,696
7397,43,31,1,99,05010200,310120,859
1037,12,40,1,9,05010300,310116,259
7273,41,70,1,99,05010200,362421,501
6474,6,80,1,9,06015300,310120,705
7127,40,81,1,99,03070200,450800,630
7242,31,79,1,99,05010200,310101,434
7462,34,80,1,99,06013600,341522,156
7396,43,70,1,99,06070102,610523,810
7461,26,70,1,99,06013600,341522,156
7227,40,80,1,99,05010200,411123,674
7463,42,90,1,99,06013600,341522,601
5494,9,70,1,99,04011000,310120,290
4420,6,30,1,99,03041100,310226,676
6359,0,80,1,9,03070301,450922,476
6350,5,80,1,9,03070301,500101,476
2810,20,62,1,99,05010300,310120,858
7269,43,80,1,99,05010200,522422,757
2174,16,70,1,99,05010300,340300,279
2075,22,41,1,99,06080101,500000,140
6038,4,70,1,99,06012500,350600,756
7260,31,80,1,99,06021400,430424,803
7025,35,70,1,99,05010300,360400,147
6284,18,31,1,99,03080400,371700,147
133,21,39,1,4,03041100,410000,11
7243,31,30,1,99,04010300,310120,812
1648,5,71,1,99,05011000,360700,187
1426,1,40,1,99,04010300,310226,190
1582,1,80,1,4,06071001,320981,563
7066,24,70,1,99,03080600,441323,66
7173,33,80,1,99,05010300,441324,421
6137,22,80,1,99,05010200,342422,406
1040,12,40,1,9,03041100,142401,409
7487,32,30,1,99,05010300,360722,441
7527,32,60,1,99,05010300,97,579
7488,38,70,1,99,05010200,320381,625
1581,18,80,1,99,06071001,341522,563
52,7,70,1,9,05010300,340123,435
6789,39,40,1,99,05010300,342423,147
6205,8,80,1,4,06013500,341502,258
6750,8,70,1,99,05010200,320724,896
7381,38,70,1,99,03021201,350122,537
6889,39,90,1,99,05010200,341226,197
7382,41,80,1,99,03021201,350122,595
7267,41,70,1,99,05010300,522325,839
6627,10,70,1,99,05010300,310120,368
6793,35,80,1,99,05010200,431226,332
