id,room,education,nationality,occupation,cause,hometown,record
9539,6,70,1,99,05010300,142625,33
9540,0,70,1,99,05010300,142625,33
9541,13,70,1,99,05010300,612425,33
9542,0,70,1,99,05010300,610122,33
9544,0,41,1,99,05010300,211224,33
9755,7,21,1,99,05010300,430703,34
9770,13,89,1,99,06080302,362226,35
9802,0,41,1,99,03041100,430000,27
9821,2,70,1,99,05010300,510503,36
9824,4,70,1,99,05010300,412727,36
9831,10,41,1,99,05010300,411328,36
9849,5,51,1,99,05010300,710000,37
9850,8,41,24,99,05010300,532726,37
9895,11,70,1,99,04010100,310110,39
9970,8,21,1,99,05010300,340221,40
10046,0,38,1,99,03041100,310000,42
10132,4,30,1,99,03990000,320682,43
10165,12,70,1,99,05010200,340000,44
10182,10,30,1,99,03990000,310116,43
10184,5,60,1,99,03990000,310109,43
10188,11,70,1,99,03990000,310107,43
10192,1,70,1,99,05010300,310117,38
10193,9,60,1,99,05010300,321084,3
10197,13,60,1,99,03041100,310117,45
10307,5,70,1,99,06060703,210000,41
10343,7,80,1,99,05010300,341126,3
10348,7,70,1,99,06014500,310000,3
10354,8,80,1,99,05010300,310117,46
10398,12,70,1,99,03990000,330683,43
10411,0,80,1,99,03041100,220282,47
10458,5,70,1,99,05010300,310000,48
10508,13,70,1,99,04011000,310117,3
10516,5,31,1,99,05010300,310106,49
10533,9,31,1,99,05010300,310000,46
10534,7,70,1,99,03070200,320000,50
10539,2,80,1,99,06015200,310229,51
10566,3,70,1,99,03070200,440000,50
10567,5,70,1,99,03070200,440000,50
10595,0,31,1,99,03041100,340321,27
10608,2,70,1,99,05010300,310226,43
